review_id,restaurant_id,restaurant_name,review_text,review_text_cleaned,rating,review_date,review_source,word_count,sentiment_score,sentiment_subjectivity,sentiment_category,area,cuisine_primary,price_category
rev_00011,src1_003,Mayrig,"[5/5] [Aug 11, 2025 from Google]: I can't tolerate smoking, they assured me on the phone that the non smoking section is fully air conditioned and no smoke reaches the area. I found out that this was totally right. A good start. The welcome was very warm. The variety of the menu is overwhelming. I tried to pick as many as we can eat so that we finish our plates. Cold meza hot meza, plus kebab and mente and 2 lamb shanks with frikeh. The taste was exquisite. Very delicious. We loved the itch, raw meat, basterma with quail eggs, soujouk wraps, hummus, kebab wow, mente was well cooked when you add the sauce and yogurt and the summac it became extremely delicious. The lamb very well cooked, to perfection. The dessert we picked three different kinds, being a family that like sweetness we found that the dessert was not sweet enough, maybe good for people who like it that way. The service was exceptional, Avo was very kind and helpful and funny even if he refused to dance for us.🤣🤣🤣😂😂 The manager stopped twice by our table for feedback. Must go back again. Highly recommended.","I can't tolerate smoking, they assured me on the phone that the non smoking section is fully air conditioned and no smoke reaches the area. I found out that this was totally right. A good start. The welcome was very warm. The variety of the menu is overwhelming. I tried to pick as many as we can eat so that we finish our plates. Cold meza hot meza, plus kebab and mente and 2 lamb shanks with frikeh. The taste was exquisite. Very delicious. We loved the itch, raw meat, basterma with quail eggs, soujouk wraps, hummus, kebab wow, mente was well cooked when you add the sauce and yogurt and the summac it became extremely delicious. The lamb very well cooked, to perfection. The dessert we picked three different kinds, being a family that like sweetness we found that the dessert was not sweet enough, maybe good for people who like it that way. The service was exceptional, Avo was very kind and helpful and funny even if he refused to dance for us.🤣🤣🤣😂😂 The manager stopped twice by our table for feedback. Must go back again. Highly recommended.",5.0,,Google,190,,,Unknown,Mansour Building,Armenian,Mid-Range
rev_00012,src1_003,Mayrig,"[4/5] [Oct 13, 2025 from Google]: The atmosphere at Mayrig is absolutely beautiful, and the service was impressively fast even though the restaurant was fully packed. The staff were welcoming, kind, and always smiling. I truly enjoyed discovering Armenian cuisine — I think I came to the right place! Every dish had its own story of rich and unique flavors. The Cherry Kebab (Kofta) was very delicious, but I would love to see it a bit juicier next time. It felt slightly dry, and I think it would be perfect if it were cooked with more cherry sauce so the flavors could soak in better. 🍒 Overall, a wonderful experience — can’t wait to come back! 🍽️✨","The atmosphere at Mayrig is absolutely beautiful, and the service was impressively fast even though the restaurant was fully packed. The staff were welcoming, kind, and always smiling. I truly enjoyed discovering Armenian cuisine — I think I came to the right place! Every dish had its own story of rich and unique flavors. The Cherry Kebab (Kofta) was very delicious, but I would love to see it a bit juicier next time. It felt slightly dry, and I think it would be perfect if it were cooked with more cherry sauce so the flavors could soak in better. 🍒 Overall, a wonderful experience — can’t wait to come back! 🍽️✨",4.0,,Google,111,,,Unknown,Mansour Building,Armenian,Mid-Range
rev_00013,src1_003,Mayrig,"[5/5] [Oct 23, 2025 from Google]: Great food and fantastic atmosphere! There was live music and the vibe was hyped upstairs and chill in the patio. The food 10/10. We got the cauliflower, Mante, Muhammara and the zaatar martini. So so so good! We LOVED all of it specially the cauliflower, even my chicken-loving boyfriend loved the cauliflower. You pay for the flavors but also the experience. Our waiter was very friendly and performed Armenian dancing. So cute! Definitely recommend!","Great food and fantastic atmosphere! There was live music and the vibe was hyped upstairs and chill in the patio. The food 10/10. We got the cauliflower, Mante, Muhammara and the zaatar martini. So so so good! We LOVED all of it specially the cauliflower, even my chicken-loving boyfriend loved the cauliflower. You pay for the flavors but also the experience. Our waiter was very friendly and performed Armenian dancing. So cute! Definitely recommend!",5.0,,Google,74,,,Unknown,Mansour Building,Armenian,Mid-Range
rev_00014,src1_003,Mayrig,"[5/5] [Aug 8, 2025 from Google]: Highly recommend coming here! Maybe a bit pricey but worth the visit! I went on a Friday night and there was lovely live music! The staff, especially Maria and Abud, were amazing! I’m traveling by myself, which is sometimes lonely, but they made me feel at home right away and gave great service! I hadn’t reserve a table but they made it work for me. The atmosphere is lovely!","Highly recommend coming here! Maybe a bit pricey but worth the visit! I went on a Friday night and there was lovely live music! The staff, especially Maria and Abud, were amazing! I’m traveling by myself, which is sometimes lonely, but they made me feel at home right away and gave great service! I hadn’t reserve a table but they made it work for me. The atmosphere is lovely!",5.0,,Google,69,,,Unknown,Mansour Building,Armenian,Mid-Range
rev_00015,src1_003,Mayrig,"[5/5] [Sep 7, 2025 from Google]: Absolutely stunning vibes. The food was great. We had the salad selection, and every single one had its own distinct flavour, all were lovely. The lamb shank with freekeh was full of flavour, and the lamb was tender. On the night we went, Elias Hebbo was playing live outside. The staff had told us about it when we called to book, and I’m really glad they did. We enjoyed the music as much as the food. Would highly recommend!","Absolutely stunning vibes. The food was great. We had the salad selection, and every single one had its own distinct flavour, all were lovely. The lamb shank with freekeh was full of flavour, and the lamb was tender. On the night we went, Elias Hebbo was playing live outside. The staff had told us about it when we called to book, and I’m really glad they did. We enjoyed the music as much as the food. Would highly recommend!",5.0,,Google,79,,,Unknown,Mansour Building,Armenian,Mid-Range
rev_00016,src1_004,Babel Bay,"[5/5] [Jul 3, 2025 from Google]: ⸻ The place has a beautiful setting, overlooking Zaytouna Bay. Service was excellent, and the food was amazing especially the savory dishes. The achta ice cream was good, and while the fruit presentation was appealing, the taste didn’t quite match. Highly recommended for seafood lovers!","⸻ The place has a beautiful setting, overlooking Zaytouna Bay. Service was excellent, and the food was amazing especially the savory dishes. The achta ice cream was good, and while the fruit presentation was appealing, the taste didn’t quite match. Highly recommended for seafood lovers!",5.0,,Google,45,,,Unknown,Beirut,Seafood,Mid-Range
rev_00017,src1_004,Babel Bay,"[5/5] [Oct 18, 2025 from Google]: Amazing experience at this restaurant in Beirut. We stopped by to grab a small bite and ended up having a full meal. After we finished our delicious food and drinks, they served free deserts, fruit and coffee. It was completely unexpected and really appreciated!","Amazing experience at this restaurant in Beirut. We stopped by to grab a small bite and ended up having a full meal. After we finished our delicious food and drinks, they served free deserts, fruit and coffee. It was completely unexpected and really appreciated!",5.0,,Google,44,,,Unknown,Beirut,Seafood,Mid-Range
rev_00018,src1_004,Babel Bay,"[5/5] [Jul 8, 2025 from Google]: I'm not a fish person but at this restaurant I had the best fish experience of my life. I was entertained every time and the dessert they serve is very tasty and gives a nice finishing touch after the meal.",I'm not a fish person but at this restaurant I had the best fish experience of my life. I was entertained every time and the dessert they serve is very tasty and gives a nice finishing touch after the meal.,5.0,,Google,40,,,Unknown,Beirut,Seafood,Mid-Range
rev_00019,src1_004,Babel Bay,"[4/5] [Aug 1, 2025 from Google]: Babel is constant and consistent. The entrees are alone are absolutely delicious way before you get to start with your choice of fresh fish. Yummy from start to finish; consistently!",Babel is constant and consistent. The entrees are alone are absolutely delicious way before you get to start with your choice of fresh fish. Yummy from start to finish; consistently!,4.0,,Google,30,,,Unknown,Beirut,Seafood,Mid-Range
rev_00020,src1_004,Babel Bay,"[5/5] [Jun 10, 2025 from Google]: Babel Bay always delivers a polished and memorable dining experience. From the moment we walked in, the attention to detail was evident. We asked about a menu item that wasn’t available, and the way the hostess explained the alternative reminded me why this place stands out—staff are clearly well-trained, familiar with every detail of the menu, and genuinely focused on the guest experience. The food, as always, was delicious. Even on a public holiday, the level of service didn’t drop—a rare thing in Beirut. And the small touches, like the presentation of the hot towels, continue to reflect the elegance and consistency that Babel is known for. If I may offer a gentle suggestion or two: • For raw fish dishes, a bit of ice underneath would help keep things perfectly fresh—especially during warmer weather. • And for the bread service, maybe consider placing the hot bread separately from any plastic-wrapped items, just to maintain that premium feel and avoid unnecessary contact with heat and packaging. That said, Babel Bay remains one of the few places where you feel every element is carefully thought through—and that’s why it continues to be a favorite.","Babel Bay always delivers a polished and memorable dining experience. From the moment we walked in, the attention to detail was evident. We asked about a menu item that wasn’t available, and the way the hostess explained the alternative reminded me why this place stands out—staff are clearly well-trained, familiar with every detail of the menu, and genuinely focused on the guest experience. The food, as always, was delicious. Even on a public holiday, the level of service didn’t drop—a rare thing in Beirut. And the small touches, like the presentation of the hot towels, continue to reflect the elegance and consistency that Babel is known for. If I may offer a gentle suggestion or two: • For raw fish dishes, a bit of ice underneath would help keep things perfectly fresh—especially during warmer weather. • And for the bread service, maybe consider placing the hot bread separately from any plastic-wrapped items, just to maintain that premium feel and avoid unnecessary contact with heat and packaging. That said, Babel Bay remains one of the few places where you feel every element is carefully thought through—and that’s why it continues to be a favorite.",5.0,,Google,193,,,Unknown,Beirut,Seafood,Mid-Range
rev_00021,src1_005,Tawlet,"[5/5] [Jul 26, 2024 from Google]: Tawlet is maybe one of my favorite restaurants in Beirut! So delicious, amazing staff and next level food and beverages aiming to be as healthy as possible! Highly recommend!!","Tawlet is maybe one of my favorite restaurants in Beirut! So delicious, amazing staff and next level food and beverages aiming to be as healthy as possible! Highly recommend!!",5.0,,Google,29,,,Unknown,Armenia,Lebanese,Mid-Range
rev_00022,src1_005,Tawlet,"[5/5] [Jul 8, 2025 from Google]: Cozy restaurant with a lot of local specialties and delicious food. I look forward to come back and bye some wine from the shop.",Cozy restaurant with a lot of local specialties and delicious food. I look forward to come back and bye some wine from the shop.,5.0,,Google,24,,,Unknown,Armenia,Lebanese,Mid-Range
rev_00023,src1_005,Tawlet,"[5/5] [Nov 8, 2025 from Google]: Delicious Lebanese food and fantastic service",Delicious Lebanese food and fantastic service,5.0,,Google,6,,,Unknown,Armenia,Lebanese,Mid-Range
rev_00024,src1_005,Tawlet,"[5/5] [Dec 23, 2025 from Google]: Lovely experience at Tawlet, always encourage anyone to visit and get home stuff with you. We went on a Sunday for lunch and the food was so good really felt like home.♥️","Lovely experience at Tawlet, always encourage anyone to visit and get home stuff with you. We went on a Sunday for lunch and the food was so good really felt like home.♥️",5.0,,Google,32,,,Unknown,Armenia,Lebanese,Mid-Range
rev_00025,src1_005,Tawlet,"[5/5] [Sep 2, 2023 from Google]: I went to tawlet today for lunch and The food was divine. The Lebanese food cooked by Laure Ghosn, who possesses exceptional talent, is the tastiest I've ever experienced. The hummus, fattouch, and taboulé are especially remarkable. I absolutely loved the batata mechwiyé and the warak enab b zeit, they are unlike any dolmas I've ever tried before! The outstanding freshness and flawless execution of every item were truly impressive. The sambousik bé loz w Joz , was unparalleled and left me yearning for more. It was beyond extraordinary. I am absolutely willing to travel by plane just to taste the incredible dishes that Laure Ghosn prepares at Tawlet once again.","I went to tawlet today for lunch and The food was divine. The Lebanese food cooked by Laure Ghosn, who possesses exceptional talent, is the tastiest I've ever experienced. The hummus, fattouch, and taboulé are especially remarkable. I absolutely loved the batata mechwiyé and the warak enab b zeit, they are unlike any dolmas I've ever tried before! The outstanding freshness and flawless execution of every item were truly impressive. The sambousik bé loz w Joz , was unparalleled and left me yearning for more. It was beyond extraordinary. I am absolutely willing to travel by plane just to taste the incredible dishes that Laure Ghosn prepares at Tawlet once again.",5.0,,Google,111,,,Unknown,Armenia,Lebanese,Mid-Range
rev_00026,src1_006,Le Sushi Bar,"[5/5] [Aug 15, 2025 from Google]: One of the best sushi places in Lebanon. From the moment you are greeted at the door, until the moment you leave the experience is enjoyable. Both service and food is premium. The sushi is fresh and quality perfect. Would definitely recommend it for a premiun sushi experience in Lebanon.","One of the best sushi places in Lebanon. From the moment you are greeted at the door, until the moment you leave the experience is enjoyable. Both service and food is premium. The sushi is fresh and quality perfect. Would definitely recommend it for a premiun sushi experience in Lebanon.",5.0,,Google,50,,,Unknown,Rizkallah Street Minet El-Hosn Sector,Japanese,Mid-Range
rev_00027,src1_006,Le Sushi Bar,"[4/5] [Jan 3, 2025 from Google]: If you're looking for an exceptional sushi dining experience, this fine dining restaurant is a must-visit. From the moment you step in, the ambiance sets the tone for a memorable meal—intimate, elegant, and perfect for a date night. All was nothing short of exquisite, with fresh, high-quality ingredients and beautiful presentation. The staff were friendly, attentive, and knowledgeable, providing excellent recommendations and making sure everything was just right. Whether you're celebrating a special occasion or just indulging in a night out, this restaurant delivers on all fronts—impeccable food, a romantic atmosphere, and outstanding service. It’s truly a gem for sushi lovers and an ideal spot for a memorable date. Would highly recommend it to anyone seeking high-quality sushi in a refined setting. I’ll definitely be returning!","If you're looking for an exceptional sushi dining experience, this fine dining restaurant is a must-visit. From the moment you step in, the ambiance sets the tone for a memorable meal—intimate, elegant, and perfect for a date night. All was nothing short of exquisite, with fresh, high-quality ingredients and beautiful presentation. The staff were friendly, attentive, and knowledgeable, providing excellent recommendations and making sure everything was just right. Whether you're celebrating a special occasion or just indulging in a night out, this restaurant delivers on all fronts—impeccable food, a romantic atmosphere, and outstanding service. It’s truly a gem for sushi lovers and an ideal spot for a memorable date. Would highly recommend it to anyone seeking high-quality sushi in a refined setting. I’ll definitely be returning!",4.0,,Google,126,,,Unknown,Rizkallah Street Minet El-Hosn Sector,Japanese,Mid-Range
rev_00028,src1_006,Le Sushi Bar,"[5/5] [Jul 28, 2025 from Google]: The fresh sushi amazing definitely worth trying. We didn't really like the fried it was too bland. The service is amazing special thanks to tawfik our waiter who was a superstar!",The fresh sushi amazing definitely worth trying. We didn't really like the fried it was too bland. The service is amazing special thanks to tawfik our waiter who was a superstar!,5.0,,Google,31,,,Unknown,Rizkallah Street Minet El-Hosn Sector,Japanese,Mid-Range
rev_00029,src1_006,Le Sushi Bar,"[5/5] [Oct 24, 2025 from Google]: First time visiting Le Sushi Bar and it won’t be the last. It’s a beautiful restaurant with a great ambiance. The bartenders were very knowledgeable and their cocktails well tasted. The food was excellent and overall service and atmosphere fun. Will definitely recommend and be back.",First time visiting Le Sushi Bar and it won’t be the last. It’s a beautiful restaurant with a great ambiance. The bartenders were very knowledgeable and their cocktails well tasted. The food was excellent and overall service and atmosphere fun. Will definitely recommend and be back.,5.0,,Google,46,,,Unknown,Rizkallah Street Minet El-Hosn Sector,Japanese,Mid-Range
rev_00030,src1_006,Le Sushi Bar,"[4/5] [Nov 2, 2025 from Google]: A beautiful place with delicious food! The dumplings and soup are incredible, and the sushi is good too. Service was a bit slow.","A beautiful place with delicious food! The dumplings and soup are incredible, and the sushi is good too. Service was a bit slow.",4.0,,Google,23,,,Unknown,Rizkallah Street Minet El-Hosn Sector,Japanese,Mid-Range
rev_00031,src1_007,Barbar-Hamra,"[5/5] [Jun 21, 2025 from Google]: Great food and super generous portions! We ordered two platters and honestly couldn’t finish them—portions were huge and everything was absolutely delicious. The total came to just $25 for two people, including drinks, which is an amazing deal. Fresh, fast, and full of flavor. Definitely a must-try spot if you’re in Hamra!","Great food and super generous portions! We ordered two platters and honestly couldn’t finish them—portions were huge and everything was absolutely delicious. The total came to just $25 for two people, including drinks, which is an amazing deal. Fresh, fast, and full of flavor. Definitely a must-try spot if you’re in Hamra!",5.0,,Google,52,,,Unknown,Hamra,Lebanese,Mid-Range
rev_00032,src1_007,Barbar-Hamra,"[2/5] [Nov 2, 2025 from Google]: This may be good to be full but I hardly finished eating it because it was tooo salty. they marinated the meat so much that it turned into something like salty minced meat. It completely lost its original taste. Price is acceptable, 490LL (almost 5.5 USD)","This may be good to be full but I hardly finished eating it because it was tooo salty. they marinated the meat so much that it turned into something like salty minced meat. It completely lost its original taste. Price is acceptable, 490LL (almost 5.5 USD)",2.0,,Google,46,,,Unknown,Hamra,Lebanese,Mid-Range
rev_00033,src1_007,Barbar-Hamra,"[2/5] [Dec 13, 2025 from Google]: I wanted to share some feedback regarding my recent visit. I have some concerns about the hygiene practices in the restaurant, both in terms of food handling and staff cleanliness. Additionally, I noticed that some of the staff were quite rude, not only to each other but also to the clients, which affected the overall experience. On a positive note, I appreciated that the fried chicken was made fresh to order, which shows care in preparation. However, I found it to be quite oily, which made it less enjoyable than expected.","I wanted to share some feedback regarding my recent visit. I have some concerns about the hygiene practices in the restaurant, both in terms of food handling and staff cleanliness. Additionally, I noticed that some of the staff were quite rude, not only to each other but also to the clients, which affected the overall experience. On a positive note, I appreciated that the fried chicken was made fresh to order, which shows care in preparation. However, I found it to be quite oily, which made it less enjoyable than expected.",2.0,,Google,91,,,Unknown,Hamra,Lebanese,Mid-Range
rev_00034,src1_007,Barbar-Hamra,"[5/5] [Aug 17, 2025 from Google]: Simply one of the best chicken shawarmas I’ve ever had. I wish they had places to sit, it’s only takeaway. The staff are very nice and welcoming.","Simply one of the best chicken shawarmas I’ve ever had. I wish they had places to sit, it’s only takeaway. The staff are very nice and welcoming.",5.0,,Google,27,,,Unknown,Hamra,Lebanese,Mid-Range
rev_00035,src1_007,Barbar-Hamra,"[5/5] [Sep 16, 2025 from Google]: Barbar is the spot for Shawarma lovers in Beirut! Their beef and chicken shawarma are perfectly seasoned, juicy, and wrapped in soft bread with creamy garlic sauce and pickles, absolutely addictive! Portions are generous, prices are fair, and service is lightning fast even when it’s crowded. In addition to their crispy fried chicken and fresh tabbouleh, and here you’ve got the ultimate Lebanese food experience!","Barbar is the spot for Shawarma lovers in Beirut! Their beef and chicken shawarma are perfectly seasoned, juicy, and wrapped in soft bread with creamy garlic sauce and pickles, absolutely addictive! Portions are generous, prices are fair, and service is lightning fast even when it’s crowded. In addition to their crispy fried chicken and fresh tabbouleh, and here you’ve got the ultimate Lebanese food experience!",5.0,,Google,65,,,Unknown,Hamra,Lebanese,Mid-Range
rev_00036,src1_008,M. Sahyoun Falafel,"[5/5] [Jan 7, 2025 from Google]: It was impressive to see the personality of the honest owner. I realised that's why they're so popular and why people keep coming back to this falafel-centric place. Even with the crazy inflation in Lebanon, they seem to manage to keep the price as reasonable as possible. # Beirut # Lebanon","It was impressive to see the personality of the honest owner. I realised that's why they're so popular and why people keep coming back to this falafel-centric place. Even with the crazy inflation in Lebanon, they seem to manage to keep the price as reasonable as possible. # Beirut # Lebanon",5.0,,Google,51,,,Unknown,Beirut,Unknown,Mid-Range
rev_00037,src1_008,M. Sahyoun Falafel,"[5/5] [Aug 17, 2025 from Google]: The falafel sandwich at Mr. Sahyoun is simply exceptional! Perfectly crispy on the outside, soft and flavorful inside, and wrapped with the freshest ingredients. Truly one of the tastiest falafels I’ve ever had, a must-try in Beirut! The staff are also very nice and welcoming.","The falafel sandwich at Mr. Sahyoun is simply exceptional! Perfectly crispy on the outside, soft and flavorful inside, and wrapped with the freshest ingredients. Truly one of the tastiest falafels I’ve ever had, a must-try in Beirut! The staff are also very nice and welcoming.",5.0,,Google,45,,,Unknown,Beirut,Unknown,Mid-Range
